tim_day,seller_nickname,titulo,seller_reputation,stock,logistic_type,condition,is_refurbished,price,regular_price,categoria,url,category_id,category_name
2024-08-01,35226787bd,Silla Sillón Reclinable Hidromasaje Spa Pedicure Lexor Liber,green_platinum,2,Otro,new,False,34977.02,,BEAUTY PROFESSIONAL,https://articulo.mercadolibre.com.mx/MLM-874196462-silla-sillon-reclinable-hidromasaje-spa-pedicure-lexor-liber-_JM,BEAUTY PROFESSIONAL,BELLEZA PROFESIONAL
2024-08-01,960335d170,Sistema De Presoterapia Para Cuerpo Completo Normatec 3,green_platinum,3,FBM,new,False,32309.1,35899.0,BEAUTY PROFESSIONAL,https://articulo.mercadolibre.com.mx/MLM-1551050786-sistema-de-presoterapia-para-cuerpo-completo-normatec-3-_JM,BEAUTY PROFESSIONAL,BELLEZA PROFESIONAL
2024-08-01,2f5d4e0274,Laser Tridiodo Soprano,newbie,4,XD,new,False,37000.0,,BEAUTY PROFESSIONAL,https://articulo.mercadolibre.com.mx/MLM-3073723922-laser-tridiodo-soprano-_JM,BEAUTY PROFESSIONAL,BELLEZA PROFESIONAL
2024-08-01,e11b488a60,Activador Digital De Pedestal Para Tintes Ak-s23s-b Takara B,green_platinum,24,Otro,new,False,57000.0,,BEAUTY PROFESSIONAL,https://articulo.mercadolibre.com.mx/MLM-1923300859-activador-digital-de-pedestal-para-tintes-ak-s23s-b-takara-b-_JM,BEAUTY PROFESSIONAL,BELLEZA PROFESIONAL
2024-08-01,358d1f33c2,Protector Solar La Roche-posay Anthelios Ultra Fps 50 Cream En Crema De 50 ml,yellow,0,XD,new,False,1000000.0,,BEAUTY PERSONAL CARE,https://articulo.mercadolibre.com.mx/MLM-1478293735-protector-solar-la-roche-posay-anthelios-ultra-fps-50-cream-en-crema-de-50ml-_JM,BEAUTY PERSONAL CARE,CUIDADO PERSONAL Y BELLEZA
2024-08-01,e76445e190, Dior Sauvage Eau De Toilette Tradicional Eau De Toilette 100 ml Para  Hombre Recargable,red,1000,DS,new,False,99999.0,,FRAGRANCES & MAKE UP,https://articulo.mercadolibre.com.mx/MLM-2655772120-dior-sauvage-eau-de-toilette-tradicional-eau-de-toilette-100ml-para-hombre-recargable-_JM,FRAGRANCES & MAKE UP,FRAGANCIAS Y MAQUILLAJE
2024-08-01,1b6ee0edee,Maquina Helado Suave Nieve Comercial Yoghurt 3 Sabores,green,2,Otro,new,False,39600.0,55000.0,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-2100720735-maquina-helado-suave-nieve-comercial-yoghurt-3-sabores-_JM,INDUSTRY,INDUSTRIA
2024-08-01,cd012a4d8c,Kit Solar Autónomo 10080w (clima) Mayor Uso Día Y Respaldo,green,551,XD,new,False,72711.89,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-2054830467-kit-solar-autonomo-10080w-clima-mayor-uso-dia-y-respaldo-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,acfdbfbb42,Maquina De Soldar Mi 2-300 Cd Infra Color Azul Frecuencia 60hz,green_gold,3,XD,new,False,30000.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-2044027703-maquina-de-soldar-mi-2-300-cd-infra-color-azul-frecuencia-60hz-_JM,TOOLS,HERRAMIENTAS
2024-08-01,6f66c7a63b,Contenedor Marítimo 20 Ft Adaptado Para Local O Bodega Móvil,green,2,Otro,new,False,265000.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-3233337344-contenedor-maritimo-20-ft-adaptado-para-local-o-bodega-movil-_JM,INDUSTRY,INDUSTRIA
2024-08-01,88fae38a3a,Máquina Comercial Para Hacer Helados Nieve Suave Yogurt,green_gold,2,Otro,new,False,52999.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1407438706-maquina-comercial-para-hacer-helados-nieve-suave-yogurt-_JM,INDUSTRY,INDUSTRIA
2024-08-01,ffcb37016f,Andamio Eléctrico Altura 2.5-3 Mts 127v,newbie,1,Otro,new,False,36000.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-2078885529-andamio-electrico-altura-25-3-mts-127v-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,6693815843,Maquina Helado Suave Yogurt Nieve Comercial 3 Sabores,green_platinum,8,Otro,new,False,35339.07,37999.0,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1978192231-maquina-helado-suave-yogurt-nieve-comercial-3-sabores-_JM,INDUSTRY,INDUSTRIA
2024-08-01,0ea4b32b34,Cafetera Rocket Appartamento Black & White P/ Casa U Oficina,green_platinum,9,XD,new,False,44460.0,46800.0,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1887328987-cafetera-rocket-appartamento-black-white-p-casa-u-oficina-_JM,INDUSTRY,INDUSTRIA
2024-08-01,ca47ea1279,Dewalt Kit Combinado Sin Escobillas Max Xr De 20 V,green_platinum,10,XD,new,False,42417.9,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-2844934922-dewalt-kit-combinado-sin-escobillas-max-xr-de-20-v-_JM,TOOLS,HERRAMIENTAS
2024-08-01,14d7c8c7e0,Panel Solar Bateria Litio Autonomo Isla 17 Kwh Dia 120/240v,green,1,XD,new,False,176526.0,252180.0,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-1384421418-panel-solar-bateria-litio-autonomo-isla-17-kwh-dia-120240v-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,8bc4d9243b,Máquina De Botanas Con Billetero Y  Cobro Con Tarjetas *msi*,light_green,3,Otro,used,False,72000.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1982639413-maquina-de-botanas-con-billetero-y-cobro-con-tarjetas-msi-_JM,INDUSTRY,INDUSTRIA
2024-08-01,0f258a7145,Planta De Luz Trigen Honda 16250 Whatts Trifasico,green,19,Otro,new,False,105000.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-1342210141-planta-de-luz-trigen-honda-16250-whatts-trifasico-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,00d3ab3a17,Martillo Demoledor Dewalt D25960 1600w 28mm,green_platinum,4,XD,new,False,33350.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-2050931363-martillo-demoledor-dewalt-d25960-1600w-28mm-_JM,TOOLS,HERRAMIENTAS
2024-08-01,9ca39d6fc8,Estación Total Topográfica Laser 2 Paq Nivel Gratis Geostore,green_silver,3,XD,new,False,54990.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-2869390098-estacion-total-topografica-laser-2-paq-nivel-gratis-geostore-_JM,TOOLS,HERRAMIENTAS
2024-08-01,a9847ce81d,Paquete De Alto Rendimiento Hilti 03484551 Te500-avr Martill,green_platinum,40,DS,new,False,71617.91,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-612467150-paquete-de-alto-rendimiento-hilti-03484551-te500-avr-martill-_JM,TOOLS,HERRAMIENTAS
2024-08-01,006218fb3c,Generador Soldadora Compresor Torre De Luz Korei - Quantum41,green,1,XD,new,False,93545.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-2941917056-generador-soldadora-compresor-torre-de-luz-korei-quantum41-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,fcfe88e542,Graco Ultra Max - Pulverizador Inalámbrico De Mano Sin Aire ,green_silver,5,DS,new,False,39872.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-1512292647-graco-ultra-max-pulverizador-inalambrico-de-mano-sin-aire-_JM,TOOLS,HERRAMIENTAS
2024-08-01,3de9a4e851,Planta Solar Interconexion A Cfe Monitoreo Wifi 3 Kwp Fide,green_gold,7,Otro,new,False,45390.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-572968962-planta-solar-interconexion-a-cfe-monitoreo-wifi-3-kwp-fide-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,b78e16dea3,Planta D Luz 10000watts Generador Portatil Automática Yamaha,green_platinum,9,Otro,new,False,51995.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-960177150-planta-d-luz-10000watts-generador-portatil-automatica-yamaha-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,ac9fd239f2,Revolvedora P/concreto Cipsa Maxi-8. Motor Kohler 8hp 1 Saco,light_green,1,Otro,used,False,39999.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-2816454134-revolvedora-pconcreto-cipsa-maxi-8-motor-kohler-8hp-1-saco-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,3bbea249e5,"Generador 10,000 W Motor Gasolina 16hp 120/240v Ax Tech G10k",green_platinum,2,Otro,new,False,33536.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-2083536439-generador-10000-w-motor-gasolina-16hp-120240v-ax-tech-g10k-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,512a3cb205,Malacate A Gasolina 1 Tonelada Marca Reco,newbie,1,DS,used,False,80000.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-1999219773-malacate-a-gasolina-1-tonelada-marca-reco-_JM,TOOLS,HERRAMIENTAS
2024-08-01,8f3a9da4bb,Mini Maquina Inyectora De Plastico,newbie,1,Otro,new,False,285780.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-2019430153-mini-maquina-inyectora-de-plastico-_JM,INDUSTRY,INDUSTRIA
2024-08-01,495986219a,Maquina Llenadora Y Selladora De Liquidos Tipo Sachet 5-160m,green_platinum,10,DS,new,False,36000.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1953437539-maquina-llenadora-y-selladora-de-liquidos-tipo-sachet-5-160m-_JM,INDUSTRY,INDUSTRIA
2024-08-01,5916f2ce4b,3.0ah/2 Pilas Pistola Inalámbrica Hidrolavadora Portátil Sup,green_gold,1,XD,new,False,14999999.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-2084649457-30ah2-pilas-pistola-inalambrica-hidrolavadora-portatil-sup-_JM,TOOLS,HERRAMIENTAS
2024-08-01,b6952c8a26,Motosierra Electrica Homelite 16  Motor 12 Amp Envio Gratis!,light_green,2500,XD,new,False,84177.01,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-645442291-motosierra-electrica-homelite-16-motor-12-amp-envio-gratis-_JM,TOOLS,HERRAMIENTAS
2024-08-01,80d50f316b,Fermentadora Para Pan Eléctrica 18 Charolas La Tahona F18a,green_silver,1,Otro,new,False,30539.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-2084383927-fermentadora-para-pan-electrica-18-charolas-la-tahona-f18a-_JM,INDUSTRY,INDUSTRIA
2024-08-01,8bc4d9243b,Maquina De Botanas Vending  + Billetero + Envío,light_green,6,Otro,used,False,83000.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-955931652-maquina-de-botanas-vending-billetero-envio-_JM,INDUSTRY,INDUSTRIA
2024-08-01,4b17c21397,Biodigestor Rotoplas De 7000 Lts,green_gold,1,Otro,new,False,100000.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-873866377-biodigestor-rotoplas-de-7000-lts-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,5db2e5e2b2,Rodillo Vibratorio Compactador Cipsa Pr8 9 Hp Mpower Wacker,green_platinum,1,Otro,new,False,211500.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-1820536395-rodillo-vibratorio-compactador-cipsa-pr8-9-hp-mpower-wacker-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,0143751f8e,Máquina De Soldar Millermatic 250,newbie,1,XD,used,False,41300.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-2630162622-maquina-de-soldar-millermatic-250-_JM,TOOLS,HERRAMIENTAS
2024-08-01,8fe1f90adb,Perneadora Soldadora De Pernos Nelson Hasta 25mm 440v Tsolda,yellow,2,XD,new,False,312000.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-632870850-perneadora-soldadora-de-pernos-nelson-hasta-25mm-440v-tsolda-_JM,TOOLS,HERRAMIENTAS
2024-08-01,80d50f316b,Horno De Convección Eléctrico Con Piedra Gpaniz Fcvl-35,green_silver,1,Otro,new,False,43849.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-2076135035-horno-de-conveccion-electrico-con-piedra-gpaniz-fcvl-35-_JM,INDUSTRY,INDUSTRIA
2024-08-01,7c3c9d8aa3,Bomba Hidráulica Caterpillar 416b 1003259,green,1,XD,new,False,39000.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-1919773259-bomba-hidraulica-caterpillar-416b-1003259-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,11215413cc,Cafetera Ruby Semi Nueva Color Rojo,green_platinum,1,XD,used,False,40000.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-2064991351-cafetera-ruby-semi-nueva-color-rojo-_JM,INDUSTRY,INDUSTRIA
2024-08-01,507c1df502,Maquina Grabadora Y Cortadora Laser Co2 50x30cm 50w ,green,4,Otro,new,False,44000.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1663065253-maquina-grabadora-y-cortadora-laser-co2-50x30cm-50w-_JM,INDUSTRY,INDUSTRIA
2024-08-01,8993f6d867,Contenedor Maritimo De Metal De 40ft,red,1,Otro,used,False,131500.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1782348837-contenedor-maritimo-de-metal-de-40ft-_JM,INDUSTRY,INDUSTRIA
2024-08-01,9d677060f7,Maquina Para Pintar Airless Graco Ultra 395 Pc Nuevo ,green_silver,7,DS,new,False,43999.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-1988545191-maquina-para-pintar-airless-graco-ultra-395-pc-nuevo-_JM,TOOLS,HERRAMIENTAS
2024-08-01,a45831aaac,Cafetera Expobar,newbie,1,DS,used,False,35000.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-3068561180-cafetera-expobar-_JM,INDUSTRY,INDUSTRIA
2024-08-01,d1bba1de87,Biseladora Semi Automática Equipada Uso Rudo E15,green,9,XD,new,False,117311.7,123486.0,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-610863022-biseladora-semi-automatica-equipada-uso-rudo-e15-_JM,INDUSTRY,INDUSTRIA
2024-08-01,8cd1a7db0a,Horno De Bandas Para Pizzas Lincoln 1450,,2,Otro,used,False,180000.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1512946639-horno-de-bandas-para-pizzas-lincoln-1450-_JM,INDUSTRY,INDUSTRIA
2024-08-01,0cb6f7bfd9,Tapa Cisterna Con Sello Anti Filtracion De Agua Y Polvo 30pz,green_gold,6,Otro,new,False,57995.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-2179118662-tapa-cisterna-con-sello-anti-filtracion-de-agua-y-polvo-30pz-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,3fe9aa4a3c,Generador Wd8000 Wattz,,1,DS,new,False,55000.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-2043491653-generador-wd8000-wattz-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,3d42461fe3,Maquina Para Soldar Microalambre Infra Mm252 Paquete,green_gold,2,Otro,new,False,47170.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-1929801759-maquina-para-soldar-microalambre-infra-mm252-paquete-_JM,TOOLS,HERRAMIENTAS
2024-08-01,20399033bf,Generador Portátil Generac Gp8000e 10000w,green_gold,17,Otro,new,False,33999.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-2033876025-generador-portatil-generac-gp8000e-10000w-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,2b029293a1,"Jacuzzi, Tina De Hidromasaje Spa Mod Artemisa 5-6 Personas",green,2,Otro,new,False,89000.0,,HOME OUTDOORS,https://articulo.mercadolibre.com.mx/MLM-3170925536-jacuzzi-tina-de-hidromasaje-spa-mod-artemisa-5-6-personas-_JM,HOME OUTDOORS,EXTERIORES DEL HOGAR
2024-08-01,3b7d48ae2d,"Compresora De Banda, Vertical Industrial 3hp 115 Litros",green_platinum,1298,XD,new,False,31000.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-841100995-compresora-de-banda-vertical-industrial-3hp-115-litros-_JM,TOOLS,HERRAMIENTAS
2024-08-01,17681b34b2,Contenedores Y Fletes De 20 Y 40 Pies A Toda La República ,,1,Otro,used,False,42500.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-2082903390-contenedores-y-fletes-de-20-y-40-pies-a-toda-la-republica-_JM,INDUSTRY,INDUSTRIA
2024-08-01,98ead0fdc7,Computadora De Alineación Hunter Wa130,yellow,1,Otro,used,False,130000.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-1769474789-computadora-de-alineacion-hunter-wa130-_JM,TOOLS,HERRAMIENTAS
2024-08-01,a0e8675dee,Horno A Vapor Industrial En Acero Para Tamales Y Mixiotes,newbie,5,Otro,new,False,75000.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1386551609-horno-a-vapor-industrial-en-acero-para-tamales-y-mixiotes-_JM,INDUSTRY,INDUSTRIA
2024-08-01,9ca39d6fc8,Estación Total V-102n Pentax,green_silver,1,XD,new,False,80000.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-2011357865-estacion-total-v-102n-pentax-_JM,TOOLS,HERRAMIENTAS
2024-08-01,507c1df502,Equipo De Corte Y Grabado Laser 40x60cm 40w 25cm De Altura,green,2,XD,new,False,42900.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-575377375-equipo-de-corte-y-grabado-laser-40x60cm-40w-25cm-de-altura-_JM,INDUSTRY,INDUSTRIA
2024-08-01,d33e9bd7c6,Empaquetadora De Paletas De Hielo,newbie,10,Otro,new,False,255000.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-2587738852-empaquetadora-de-paletas-de-hielo-_JM,INDUSTRY,INDUSTRIA
2024-08-01,5323acf1b2,Fresadora Y Mortajadora Marca Generica 120 X 100 X 110 Mm,newbie,1,Otro,used,False,65000.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-2959740408-fresadora-y-mortajadora-marca-generica-120-x-100-x-110-mm-_JM,INDUSTRY,INDUSTRIA
2024-08-01,f89385544d,Kit Llave De Impacto Alto Torque Milwaukee One-key 2867-22,green_silver,1,XD,new,False,38228.72,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-1868681175-kit-llave-de-impacto-alto-torque-milwaukee-one-key-2867-22-_JM,TOOLS,HERRAMIENTAS
2024-08-01,9df27e41ec,Shindaiwa Soldadora Dgw340dm,light_green,1,Otro,new,False,411782.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-2005594451-shindaiwa-soldadora-dgw340dm-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,b5781e6cf6,Cafetera Profesional Negocio 120tazas/hr Acero International,,1,DS,used,False,38500.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1385695206-cafetera-profesional-negocio-120tazashr-acero-international-_JM,INDUSTRY,INDUSTRIA
2024-08-01,479eab777f,Detector De Metales Garret Gti 2500. 6 Mts Profundidad,green,1,XD,used,False,35000.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-1851277543-detector-de-metales-garret-gti-2500-6-mts-profundidad-_JM,TOOLS,HERRAMIENTAS
2024-08-01,a931cc62b1,Maquina Llenadora Y Empacadora - Polvos Y Granos - 10-1000g,green,1,Otro,new,False,89990.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1357361422-maquina-llenadora-y-empacadora-polvos-y-granos-10-1000g-_JM,INDUSTRY,INDUSTRIA
2024-08-01,c1346c8ce2,Tarraja Eléctrica Riggid Con Tripié Modelo 300 ,,1,XD,used,False,67000.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-2907976046-tarraja-electrica-riggid-con-tripie-modelo-300-_JM,TOOLS,HERRAMIENTAS
2024-08-01,180b2dcef2,"Cafetera Simonelli Nouva Aurelia 2 Grupos, 220v Seminueva",newbie,1,DS,used,False,85000.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-2079550257-cafetera-simonelli-nouva-aurelia-2-grupos-220v-seminueva-_JM,INDUSTRY,INDUSTRIA
2024-08-01,c3dfd0da5f,Cámara Paquete De Media Congelación Torrey 150 3/4 Hp 127 V ,green_gold,17,Otro,new,False,113990.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1362120685-camara-paquete-de-media-congelacion-torrey-150-34-hp-127-v-_JM,INDUSTRY,INDUSTRIA
2024-08-01,83495fe996,Tanque  Inox 10 000 Litros Con Agitacion,newbie,1,Otro,new,False,278000.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1836685960-tanque-inox-10-000-litros-con-agitacion-_JM,INDUSTRY,INDUSTRIA
2024-08-01,d4f744b78f,Soldadora Miller Cst280 Tig Y Electrodo Revestido Año 2021,red,1,Otro,used,False,35000.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-2960073708-soldadora-miller-cst280-tig-y-electrodo-revestido-ano-2021-_JM,TOOLS,HERRAMIENTAS
2024-08-01,a5ff484dba,Prensa Cartón Compactadora Hidráulica Reacondicionada,red,1,Otro,used,False,95000.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-847812381-prensa-carton-compactadora-hidraulica-reacondicionada-_JM,INDUSTRY,INDUSTRIA
2024-08-01,207a3c4715,"Horno Para Cerámica En Buen Estado, Incluye Placas.",,1,Otro,used,False,55000.0,,STATIONERY,https://articulo.mercadolibre.com.mx/MLM-2011581877-horno-para-ceramica-en-buen-estado-incluye-placas-_JM,STATIONERY,PAPELERÍA
2024-08-01,df6e445be0,"H08051 Generador Portátil De Combustible Dual, Generador De ",green_silver,10,Otro,new,False,66439.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-2842659450-h08051-generador-portatil-de-combustible-dual-generador-de-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,78fac45e5e,"Operador Hidráulico De Uso Continuo Para Puertas De Hasta 4 Metros Faac 400 Cbac L (brazo Largo) Con Receptor, 2 Controles, Gabinete, Tarjeta Y Capacitores",green,10,XD,new,False,44588.25,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-2063130627-operador-hidraulico-de-uso-continuo-para-puertas-de-hasta-4-metros-faac-400-cbac-l-brazo-largo-con-receptor-2-controles-gabinete-tarjeta-y-capacitores-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,e581233a7a,Amasadora De Araña 30 Kilos Para Panaderia Reforzada Gumaje,green,99,Otro,new,False,30650.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1321049155-amasadora-de-arana-30-kilos-para-panaderia-reforzada-gumaje-_JM,INDUSTRY,INDUSTRIA
2024-08-01,fbbffdaab5,Revolvedora Con Motor A Gasolina O Diésel Para Bloqueras,green,1,Otro,new,False,130150.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-1580318336-revolvedora-con-motor-a-gasolina-o-diesel-para-bloqueras-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,1e3df7cf5a,Cortadora Concreto M18 9  Fuel 12amp 2786-22hd Milwaukee,green_platinum,9,XD,new,False,30912.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-742564505-cortadora-concreto-m18-9-fuel-12amp-2786-22hd-milwaukee-_JM,TOOLS,HERRAMIENTAS
2024-08-01,acfdbfbb42,Maquina Corte Por Plasma Powermax 125 Mecanizada Hypertherm ,green_gold,1,XD,new,False,240000.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-2033139941-maquina-corte-por-plasma-powermax-125-mecanizada-hypertherm-_JM,TOOLS,HERRAMIENTAS
2024-08-01,5d78528d3d,Cobertizo-acero De Almacenamiento 10x12x7.5ft Mistmo Azul,green_gold,1,DS,new,False,31200.0,,HOME OUTDOORS,https://articulo.mercadolibre.com.mx/MLM-2052869527-cobertizo-acero-de-almacenamiento-10x12x75ft-mistmo-azul-_JM,HOME OUTDOORS,EXTERIORES DEL HOGAR
2024-08-01,43d264b7d5,Máquina Para Hacer Pellets Alimento Animales 200-300 Kg/hr,green_silver,1,XD,new,False,74999.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-2040829779-maquina-para-hacer-pellets-alimento-animales-200-300-kghr-_JM,INDUSTRY,INDUSTRIA
2024-08-01,f10b22413c,Torno Paralelo Morando 1.40 Mts De Volteo X 4.5 Mts,,1,Otro,used,False,1300000.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-2992518590-torno-paralelo-morando-140-mts-de-volteo-x-45-mts-_JM,TOOLS,HERRAMIENTAS
2024-08-01,336fb09897,Maquina Industrial Para Hacer Crema De Cacahuate Mani Sesamo,orange,11000,XD,new,False,48793.43,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1390479433-maquina-industrial-para-hacer-crema-de-cacahuate-mani-sesamo-_JM,INDUSTRY,INDUSTRIA
2024-08-01,3bfb69574c, Motor Gasolina De Eje Horizontal V-twin De 22 Hp Predator,orange,5,XD,new,False,36240.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-823229221-motor-gasolina-de-eje-horizontal-v-twin-de-22-hp-predator-_JM,INDUSTRY,INDUSTRIA
2024-08-01,867276ba4c,Vitrina Caliente Marca Henny Penny  Para Pollo Frito / Pizza,newbie,1,Otro,used,False,57000.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-2097401249-vitrina-caliente-marca-henny-penny-para-pollo-frito-pizza-_JM,INDUSTRY,INDUSTRIA
2024-08-01,dafdf89b8b,Unidad Hidráulica 10 Hp,green,1,Otro,new,False,141900.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-876777068-unidad-hidraulica-10-hp-_JM,INDUSTRY,INDUSTRIA
2024-08-01,ffeb4369bc,Maquina Empacadora De Forraje Verde,newbie,1,Otro,new,False,67000.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1471725045-maquina-empacadora-de-forraje-verde-_JM,INDUSTRY,INDUSTRIA
2024-08-01,8ce081a177,Compresor Libre De Aceite 300 Litros Vertical 5hp Trifásico,green_platinum,1,Otro,new,False,42410.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-889836390-compresor-libre-de-aceite-300-litros-vertical-5hp-trifasico-_JM,TOOLS,HERRAMIENTAS
2024-08-01,e581233a7a,Amasadora Araña Para 50kg Monofasica Para Panaderia | Gumaje,green,7,Otro,new,False,30650.0,,INDUSTRY,https://articulo.mercadolibre.com.mx/MLM-1403108300-amasadora-arana-para-50kg-monofasica-para-panaderia-gumaje-_JM,INDUSTRY,INDUSTRIA
2024-08-01,9ca39d6fc8,Estación Total Pentax V-102n,green_silver,1,XD,new,False,80000.0,,TOOLS,https://articulo.mercadolibre.com.mx/MLM-2011393009-estacion-total-pentax-v-102n-_JM,TOOLS,HERRAMIENTAS
2024-08-01,9df27e41ec,Bailarina Bomag Bt 65,light_green,1,Otro,new,False,77800.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-1847953320-bailarina-bomag-bt-65-_JM,CONSTRUCTION,CONSTRUCCIÓN
2024-08-01,5d59045fad,Generador Portátil Hyundai Hyed600 5500w Monofásico 110v/220v,green,13,XD,new,False,33921.0,,CONSTRUCTION,https://articulo.mercadolibre.com.mx/MLM-1308567746-generador-portatil-hyundai-hyed600-5500w-monofasico-110v220v-_JM,CONSTRUCTION,CONSTRUCCIÓN
